step,wall_time,tau_rnea_Rotation,tau_rnea_Pitch,tau_rnea_Elbow,tau_rnea_Wrist_Pitch,tau_rnea_Wrist_Roll,tau_rnea_Jaw,load_Rotation,load_Pitch,load_Elbow,load_Wrist_Pitch,load_Wrist_Roll,load_Jaw,current_Rotation,current_Pitch,current_Elbow,current_Wrist_Pitch,current_Wrist_Roll,current_Jaw
715,1785849426.5291,0.00021,0.03996,-0.36170,-0.02737,0.00046,-0.00061,-28.0,0.0,0.0,0.0,-64.0,-20.0,0.0,0.0,0.0,0.0,2.0,0.0
716,1785849426.5625,0.00001,0.04092,-0.35911,-0.02623,0.00045,-0.00061,-20.0,-60.0,-56.0,92.0,-24.0,-24.0,0.0,2.0,2.0,3.0,0.0,0.0
717,1785849426.5959,-0.00012,0.04062,-0.35973,-0.02636,0.00044,-0.00061,-28.0,52.0,-60.0,76.0,48.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0
718,1785849426.6292,-0.00031,0.03995,-0.36231,-0.02720,0.00045,-0.00062,28.0,40.0,104.0,68.0,-60.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
719,1785849426.6627,-0.00009,0.03839,-0.36499,-0.02870,0.00046,-0.00061,32.0,-80.0,0.0,-56.0,-148.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
720,1785849426.6960,0.00018,0.03884,-0.36428,-0.02785,0.00043,-0.00059,28.0,60.0,-72.0,-44.0,88.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
721,1785849426.7294,0.00057,0.04005,-0.36274,-0.02708,0.00041,-0.00059,-44.0,-56.0,24.0,48.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
722,1785849426.7628,0.00068,0.04000,-0.36185,-0.02694,0.00042,-0.00060,-20.0,-56.0,76.0,-64.0,-88.0,24.0,0.0,0.0,1.0,1.0,2.0,0.0
723,1785849426.7962,0.00041,0.03970,-0.36274,-0.02727,0.00045,-0.00060,32.0,20.0,48.0,40.0,-36.0,-20.0,0.0,0.0,1.0,0.0,0.0,0.0
724,1785849426.8296,0.00012,0.03993,-0.36398,-0.02781,0.00047,-0.00060,-64.0,-44.0,-32.0,24.0,60.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
725,1785849426.8630,-0.00017,0.04097,-0.36195,-0.02695,0.00045,-0.00061,-68.0,-72.0,0.0,0.0,-48.0,-28.0,2.0,2.0,0.0,0.0,0.0,0.0
726,1785849426.8963,-0.00025,0.04103,-0.35961,-0.02623,0.00041,-0.00060,56.0,-52.0,44.0,-20.0,-96.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
727,1785849426.9298,-0.00007,0.04000,-0.36092,-0.02648,0.00039,-0.00059,40.0,-84.0,72.0,56.0,-64.0,40.0,1.0,3.0,2.0,0.0,1.0,0.0
728,1785849426.9631,-0.00002,0.03804,-0.36305,-0.02693,0.00040,-0.00059,28.0,-180.0,36.0,-24.0,40.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
729,1785849426.9966,0.00012,0.03707,-0.36256,-0.02617,0.00039,-0.00059,-40.0,28.0,-60.0,-96.0,116.0,-20.0,1.0,0.0,0.0,2.0,2.0,0.0
730,1785849427.0299,0.00033,0.03796,-0.36154,-0.02542,0.00037,-0.00060,-52.0,72.0,-96.0,24.0,-68.0,-40.0,1.0,0.0,2.0,0.0,2.0,1.0
731,1785849427.0633,0.00054,0.03861,-0.36104,-0.02577,0.00039,-0.00059,-44.0,-60.0,100.0,-28.0,-56.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
732,1785849427.0967,0.00023,0.03838,-0.36144,-0.02627,0.00044,-0.00059,-24.0,32.0,48.0,36.0,-56.0,-20.0,0.0,1.0,0.0,0.0,1.0,0.0
733,1785849427.1301,-0.00013,0.03897,-0.36188,-0.02642,0.00045,-0.00059,-52.0,0.0,0.0,28.0,64.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0
734,1785849427.1635,-0.00016,0.04001,-0.36074,-0.02606,0.00043,-0.00059,28.0,0.0,68.0,72.0,100.0,28.0,0.0,0.0,3.0,1.0,2.0,0.0
735,1785849427.1969,-0.00004,0.03989,-0.35972,-0.02588,0.00042,-0.00059,-64.0,32.0,-48.0,-52.0,-96.0,32.0,2.0,1.0,1.0,2.0,3.0,0.0
736,1785849427.2302,0.00026,0.04014,-0.35938,-0.02566,0.00041,-0.00058,28.0,-24.0,56.0,-72.0,28.0,-20.0,0.0,0.0,2.0,1.0,1.0,0.0
737,1785849427.2637,0.00027,0.04020,-0.36052,-0.02584,0.00041,-0.00058,-40.0,-32.0,72.0,52.0,-32.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0
738,1785849427.2970,-0.00003,0.03929,-0.36143,-0.02629,0.00043,-0.00059,-40.0,-48.0,52.0,-44.0,36.0,-20.0,1.0,1.0,1.0,1.0,0.0,0.0
739,1785849427.3304,-0.00018,0.03896,-0.36142,-0.02646,0.00042,-0.00059,-48.0,36.0,20.0,-76.0,-52.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0
740,1785849427.3638,-0.00038,0.03937,-0.36139,-0.02623,0.00042,-0.00059,-44.0,-96.0,76.0,48.0,36.0,-20.0,0.0,3.0,2.0,0.0,0.0,0.0
741,1785849427.3972,-0.00022,0.03914,-0.36116,-0.02582,0.00042,-0.00059,36.0,-92.0,-20.0,-24.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
742,1785849427.4307,0.00001,0.03909,-0.36107,-0.02557,0.00041,-0.00059,36.0,92.0,0.0,-48.0,-24.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
743,1785849427.4640,-0.00016,0.03898,-0.36214,-0.02639,0.00042,-0.00059,-32.0,-56.0,44.0,32.0,-28.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
744,1785849427.4973,-0.00021,0.03906,-0.36172,-0.02631,0.00042,-0.00059,-40.0,-112.0,108.0,-64.0,-48.0,32.0,1.0,3.0,5.0,1.0,1.0,0.0
745,1785849427.5308,-0.00017,0.03935,-0.36053,-0.02552,0.00041,-0.00058,-84.0,56.0,108.0,24.0,-20.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
746,1785849427.5642,-0.00014,0.03965,-0.36072,-0.02583,0.00042,-0.00058,28.0,0.0,-24.0,28.0,40.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
747,1785849427.5977,-0.00024,0.03904,-0.35995,-0.02582,0.00042,-0.00058,68.0,24.0,32.0,28.0,-32.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0
748,1785849427.6310,-0.00024,0.03803,-0.36015,-0.02620,0.00043,-0.00058,-64.0,44.0,84.0,-28.0,-28.0,36.0,1.0,1.0,3.0,0.0,0.0,0.0
749,1785849427.6643,-0.00008,0.03833,-0.35923,-0.02624,0.00042,-0.00058,-24.0,-44.0,96.0,-48.0,20.0,-20.0,0.0,1.0,4.0,0.0,0.0,0.0
750,1785849427.6978,0.00020,0.03888,-0.35968,-0.02640,0.00043,-0.00057,28.0,-68.0,36.0,64.0,-44.0,-20.0,0.0,2.0,0.0,3.0,0.0,1.0
751,1785849427.7311,0.00064,0.03813,-0.36083,-0.02705,0.00044,-0.00056,-60.0,40.0,-24.0,32.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
752,1785849427.8495,0.00057,0.03943,-0.36267,-0.02800,0.00046,-0.00056,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,1785849427.8827,-0.00008,0.04103,-0.36520,-0.02774,0.00047,-0.00057,-60.0,-32.0,-56.0,96.0,-32.0,-20.0,2.0,0.0,1.0,4.0,1.0,0.0
754,1785849427.9161,-0.00035,0.04145,-0.36830,-0.02809,0.00048,-0.00058,40.0,0.0,68.0,180.0,-68.0,24.0,0.0,0.0,3.0,4.0,1.0,0.0
755,1785849427.9496,-0.00013,0.03873,-0.37086,-0.02996,0.00049,-0.00057,-32.0,-20.0,76.0,-28.0,-100.0,-32.0,0.0,0.0,2.0,1.0,1.0,0.0
756,1785849427.9829,0.00022,0.03862,-0.36899,-0.02968,0.00046,-0.00055,28.0,-96.0,112.0,-68.0,52.0,36.0,0.0,3.0,5.0,1.0,2.0,0.0
757,1785849428.0162,-0.00003,0.03826,-0.36381,-0.02788,0.00042,-0.00056,-20.0,-196.0,252.0,20.0,-36.0,24.0,0.0,5.0,21.0,0.0,0.0,0.0
758,1785849428.0497,-0.00051,0.03682,-0.35768,-0.02592,0.00038,-0.00056,-60.0,-80.0,188.0,60.0,-48.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0
759,1785849428.0830,-0.00025,0.03537,-0.35460,-0.02602,0.00037,-0.00055,-64.0,72.0,-28.0,-32.0,20.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
760,1785849428.1164,0.00030,0.03418,-0.35598,-0.02771,0.00041,-0.00053,44.0,-112.0,64.0,-120.0,40.0,32.0,1.0,4.0,2.0,3.0,1.0,0.0
761,1785849428.1498,0.00062,0.03489,-0.35462,-0.02554,0.00039,-0.00054,40.0,0.0,-48.0,60.0,-32.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0
762,1785849428.1832,0.00047,0.03454,-0.35760,-0.02589,0.00041,-0.00054,-20.0,-72.0,-76.0,-32.0,40.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
763,1785849428.2166,0.00025,0.03593,-0.36090,-0.02547,0.00041,-0.00056,-76.0,-76.0,-28.0,-36.0,-52.0,20.0,3.0,0.0,0.0,0.0,1.0,0.0
764,1785849428.2500,0.00020,0.03573,-0.36261,-0.02543,0.00042,-0.00056,-52.0,68.0,24.0,44.0,-60.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
765,1785849428.2833,0.00015,0.03572,-0.36221,-0.02582,0.00042,-0.00055,-44.0,40.0,68.0,36.0,-56.0,48.0,1.0,0.0,2.0,0.0,1.0,1.0
766,1785849428.3168,-0.00007,0.03675,-0.36142,-0.02589,0.00041,-0.00055,40.0,52.0,56.0,-28.0,32.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0
767,1785849428.3501,-0.00038,0.03740,-0.36164,-0.02596,0.00041,-0.00055,-36.0,-76.0,72.0,-28.0,28.0,44.0,1.0,2.0,3.0,0.0,0.0,1.0
768,1785849428.3836,-0.00012,0.03840,-0.35972,-0.02472,0.00038,-0.00056,20.0,-96.0,-20.0,24.0,-60.0,28.0,0.0,2.0,0.0,0.0,2.0,0.0
769,1785849428.4169,0.00021,0.03910,-0.35900,-0.02416,0.00037,-0.00055,24.0,48.0,-76.0,68.0,-64.0,52.0,0.0,0.0,1.0,2.0,1.0,1.0
770,1785849428.4504,-0.00014,0.03928,-0.35989,-0.02439,0.00037,-0.00055,-56.0,0.0,68.0,84.0,-28.0,36.0,2.0,0.0,3.0,0.0,0.0,0.0
771,1785849428.4838,-0.00055,0.03656,-0.36204,-0.02629,0.00039,-0.00055,-60.0,-44.0,148.0,-120.0,44.0,44.0,1.0,1.0,6.0,4.0,0.0,0.0
772,1785849428.5172,-0.00092,0.03642,-0.36176,-0.02557,0.00040,-0.00056,-32.0,-68.0,20.0,-40.0,32.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
773,1785849428.5505,-0.00105,0.03730,-0.36166,-0.02476,0.00040,-0.00057,68.0,-108.0,44.0,44.0,-48.0,36.0,2.0,4.0,1.0,0.0,0.0,0.0
774,1785849428.5839,-0.00127,0.03673,-0.36162,-0.02484,0.00043,-0.00057,56.0,-92.0,116.0,-28.0,136.0,24.0,0.0,2.0,3.0,0.0,4.0,0.0
775,1785849428.6173,-0.00150,0.03642,-0.36035,-0.02484,0.00044,-0.00058,-24.0,100.0,-60.0,36.0,-36.0,48.0,1.0,2.0,1.0,1.0,1.0,1.0
776,1785849428.6507,-0.00084,0.03749,-0.36122,-0.02504,0.00043,-0.00057,-28.0,-40.0,108.0,0.0,-92.0,24.0,0.0,1.0,5.0,0.0,2.0,0.0
777,1785849428.6841,0.00018,0.03803,-0.36196,-0.02486,0.00040,-0.00056,0.0,-88.0,200.0,0.0,-48.0,36.0,0.0,2.0,10.0,0.0,0.0,0.0
778,1785849428.7175,0.00034,0.03722,-0.35952,-0.02449,0.00040,-0.00055,56.0,-28.0,140.0,64.0,36.0,24.0,1.0,0.0,6.0,2.0,0.0,0.0
779,1785849428.7509,0.00057,0.03655,-0.35600,-0.02494,0.00039,-0.00053,-24.0,-108.0,68.0,-48.0,60.0,20.0,0.0,2.0,3.0,1.0,1.0,0.0
780,1785849428.7842,0.00107,0.03629,-0.35239,-0.02359,0.00034,-0.00053,-60.0,-76.0,148.0,-56.0,44.0,-24.0,2.0,2.0,9.0,0.0,0.0,0.0
781,1785849428.8177,0.00142,0.03531,-0.35009,-0.02234,0.00031,-0.00053,60.0,-120.0,204.0,36.0,-92.0,52.0,2.0,1.0,12.0,1.0,2.0,1.0
782,1785849428.8511,0.00139,0.03322,-0.35097,-0.02237,0.00032,-0.00053,36.0,96.0,-32.0,-20.0,36.0,-32.0,0.0,3.0,0.0,0.0,1.0,0.0
783,1785849428.8844,0.00100,0.03366,-0.35455,-0.02347,0.00035,-0.00053,-104.0,-44.0,-120.0,52.0,-44.0,24.0,3.0,1.0,1.0,0.0,0.0,0.0
784,1785849428.9178,0.00025,0.03542,-0.35540,-0.02308,0.00034,-0.00054,28.0,52.0,36.0,-28.0,-28.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0
785,1785849428.9512,-0.00025,0.03645,-0.35822,-0.02388,0.00035,-0.00055,-20.0,32.0,48.0,-20.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0
786,1785849428.9847,-0.00042,0.03732,-0.36234,-0.02440,0.00037,-0.00056,32.0,52.0,0.0,-72.0,-20.0,-28.0,0.0,1.0,0.0,2.0,0.0,0.0
787,1785849429.0179,-0.00072,0.03834,-0.36345,-0.02433,0.00039,-0.00057,-20.0,-36.0,-20.0,-76.0,40.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0
788,1785849429.0514,-0.00099,0.03888,-0.35997,-0.02380,0.00039,-0.00057,28.0,-76.0,-32.0,64.0,68.0,-24.0,0.0,2.0,1.0,1.0,1.0,0.0
789,1785849429.0848,-0.00032,0.03907,-0.35608,-0.02300,0.00037,-0.00056,-36.0,-96.0,72.0,72.0,-32.0,48.0,1.0,3.0,2.0,2.0,1.0,1.0
790,1785849429.1182,-0.00008,0.03640,-0.35723,-0.02387,0.00037,-0.00055,32.0,-72.0,160.0,0.0,-76.0,24.0,0.0,1.0,7.0,0.0,1.0,0.0
791,1785849429.1517,-0.00045,0.03415,-0.35911,-0.02462,0.00039,-0.00055,44.0,-64.0,-24.0,64.0,60.0,20.0,1.0,1.0,0.0,2.0,1.0,0.0
792,1785849429.1849,-0.00053,0.03387,-0.35844,-0.02420,0.00038,-0.00056,-48.0,-100.0,-72.0,52.0,56.0,-24.0,0.0,2.0,0.0,0.0,0.0,0.0
793,1785849429.2183,-0.00036,0.03445,-0.35627,-0.02305,0.00036,-0.00057,32.0,60.0,36.0,28.0,-36.0,72.0,1.0,1.0,1.0,0.0,0.0,2.0
794,1785849429.2519,0.00019,0.03468,-0.35685,-0.02332,0.00036,-0.00056,56.0,100.0,84.0,80.0,72.0,-24.0,1.0,1.0,3.0,3.0,1.0,0.0
795,1785849429.2852,0.00100,0.03392,-0.36047,-0.02537,0.00040,-0.00054,-36.0,-48.0,140.0,64.0,72.0,-20.0,0.0,1.0,5.0,0.0,1.0,0.0
796,1785849429.3185,0.00101,0.03325,-0.36146,-0.02586,0.00043,-0.00054,-52.0,-28.0,0.0,-64.0,-40.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
797,1785849429.3519,0.00078,0.03565,-0.35906,-0.02492,0.00042,-0.00055,-28.0,20.0,-24.0,0.0,-24.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0
798,1785849429.3853,0.00054,0.03704,-0.35753,-0.02467,0.00040,-0.00055,-72.0,28.0,116.0,-72.0,-44.0,20.0,2.0,0.0,5.0,1.0,1.0,0.0
799,1785849429.4187,0.00032,0.03739,-0.35804,-0.02497,0.00042,-0.00055,-28.0,-52.0,112.0,32.0,-80.0,60.0,0.0,0.0,5.0,1.0,0.0,1.0
800,1785849429.4521,0.00119,0.03711,-0.36024,-0.02594,0.00043,-0.00053,68.0,36.0,68.0,-24.0,0.0,28.0,0.0,1.0,2.0,1.0,0.0,0.0
801,1785849429.4855,0.00205,0.03740,-0.36209,-0.02651,0.00041,-0.00051,20.0,-76.0,-24.0,44.0,-28.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0
802,1785849429.6022,0.00148,0.03716,-0.36142,-0.02656,0.00041,-0.00052,36.0,-40.0,44.0,28.0,0.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0
803,1785849429.6356,0.00057,0.03644,-0.36130,-0.02690,0.00043,-0.00053,-92.0,-152.0,32.0,128.0,-124.0,48.0,3.0,6.0,1.0,5.0,5.0,1.0
804,1785849429.6688,-0.00013,0.03423,-0.35937,-0.02618,0.00041,-0.00053,-220.0,-232.0,96.0,104.0,-192.0,44.0,6.0,7.0,4.0,2.0,4.0,1.0
805,1785849429.7022,-0.00170,0.03021,-0.35708,-0.02552,0.00042,-0.00054,-32.0,-56.0,128.0,96.0,-20.0,36.0,0.0,0.0,3.0,1.0,0.0,0.0
806,1785849429.7357,-0.00316,0.02692,-0.35570,-0.02499,0.00042,-0.00057,92.0,-120.0,56.0,224.0,44.0,-32.0,2.0,3.0,2.0,7.0,0.0,0.0
807,1785849429.7690,-0.00333,0.02279,-0.35569,-0.02579,0.00042,-0.00057,24.0,-72.0,32.0,156.0,-72.0,-20.0,0.0,0.0,1.0,1.0,1.0,0.0
808,1785849429.8025,-0.00289,0.02109,-0.35609,-0.02636,0.00042,-0.00056,64.0,56.0,-48.0,-52.0,60.0,72.0,1.0,1.0,0.0,2.0,2.0,2.0
809,1785849429.8358,-0.00161,0.02499,-0.35533,-0.02535,0.00040,-0.00055,68.0,108.0,0.0,-32.0,-48.0,-32.0,1.0,1.0,0.0,0.0,1.0,1.0
810,1785849429.8692,0.00051,0.02770,-0.35938,-0.02625,0.00041,-0.00052,-36.0,100.0,108.0,-48.0,-76.0,48.0,0.0,2.0,4.0,1.0,1.0,1.0
811,1785849429.9027,0.00109,0.02859,-0.36625,-0.02726,0.00041,-0.00051,0.0,124.0,32.0,-72.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
812,1785849429.9360,-0.00120,0.02648,-0.37850,-0.03043,0.00050,-0.00054,0.0,-116.0,96.0,-24.0,-36.0,28.0,0.0,3.0,4.0,0.0,0.0,0.0
813,1785849429.9694,-0.00250,0.02281,-0.38736,-0.03270,0.00057,-0.00056,56.0,-92.0,120.0,-140.0,-40.0,36.0,1.0,0.0,5.0,4.0,0.0,1.0
814,1785849430.0027,-0.00136,0.02291,-0.38294,-0.03043,0.00048,-0.00054,20.0,-24.0,172.0,-84.0,-68.0,24.0,0.0,0.0,17.0,0.0,0.0,0.0
815,1785849430.0364,-0.00001,0.02440,-0.37218,-0.02811,0.00041,-0.00051,88.0,48.0,332.0,-168.0,32.0,32.0,3.0,1.0,25.0,3.0,1.0,1.0
816,1785849430.0697,0.00057,0.02695,-0.35965,-0.02514,0.00037,-0.00050,200.0,100.0,404.0,-208.0,84.0,60.0,5.0,2.0,35.0,2.0,1.0,2.0
817,1785849430.1029,-0.00009,0.02649,-0.35400,-0.02722,0.00042,-0.00049,56.0,-24.0,244.0,-64.0,20.0,48.0,0.0,0.0,5.0,0.0,0.0,1.0
818,1785849430.1364,-0.00114,0.02500,-0.35038,-0.03006,0.00048,-0.00047,-152.0,-24.0,60.0,124.0,52.0,-36.0,6.0,0.0,0.0,4.0,1.0,0.0
819,1785849430.1697,-0.00026,0.02562,-0.34545,-0.02995,0.00045,-0.00046,-36.0,-64.0,-84.0,164.0,-28.0,20.0,0.0,1.0,1.0,4.0,0.0,0.0
820,1785849430.2031,0.00147,0.02785,-0.33860,-0.02662,0.00035,-0.00045,156.0,-164.0,112.0,96.0,-156.0,44.0,8.0,4.0,6.0,1.0,4.0,0.0
821,1785849430.2366,0.00208,0.02757,-0.33628,-0.02362,0.00028,-0.00045,200.0,84.0,168.0,120.0,84.0,-32.0,3.0,2.0,11.0,3.0,3.0,0.0
822,1785849430.2699,0.00134,0.02282,-0.34800,-0.02712,0.00036,-0.00046,28.0,120.0,44.0,64.0,100.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
823,1785849430.3033,0.00175,0.01822,-0.36211,-0.03239,0.00044,-0.00044,-100.0,-84.0,-28.0,-76.0,48.0,32.0,3.0,3.0,0.0,1.0,0.0,1.0
824,1785849430.3367,0.00331,0.01744,-0.36603,-0.03239,0.00042,-0.00043,-92.0,-136.0,-168.0,72.0,-48.0,36.0,0.0,4.0,4.0,2.0,1.0,0.0
825,1785849430.3700,0.00328,0.01984,-0.36355,-0.02892,0.00039,-0.00046,-24.0,-100.0,-76.0,-44.0,32.0,-20.0,0.0,0.0,0.0,1.0,1.0,0.0
826,1785849430.4035,0.00073,0.02069,-0.36240,-0.02614,0.00043,-0.00053,28.0,116.0,84.0,-56.0,24.0,40.0,0.0,4.0,4.0,1.0,0.0,1.0
827,1785849430.4368,-0.00153,0.01936,-0.36620,-0.02786,0.00050,-0.00055,-36.0,76.0,100.0,-68.0,80.0,-28.0,0.0,1.0,4.0,0.0,2.0,0.0
828,1785849430.4703,-0.00177,0.01844,-0.36967,-0.03008,0.00051,-0.00054,-84.0,-60.0,104.0,-88.0,-44.0,32.0,2.0,1.0,4.0,0.0,0.0,0.0
829,1785849430.5037,-0.00005,0.02137,-0.36599,-0.02776,0.00042,-0.00052,24.0,88.0,-20.0,116.0,-40.0,-20.0,0.0,3.0,0.0,4.0,0.0,0.0
830,1785849430.5370,0.00100,0.02498,-0.36027,-0.02663,0.00040,-0.00050,20.0,184.0,-104.0,36.0,-24.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0
831,1785849430.5705,0.00095,0.02848,-0.35975,-0.02753,0.00041,-0.00050,-36.0,-88.0,0.0,-140.0,64.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0
832,1785849430.6038,0.00052,0.02995,-0.35978,-0.02455,0.00036,-0.00053,36.0,-36.0,88.0,20.0,68.0,32.0,0.0,0.0,3.0,0.0,1.0,1.0
833,1785849430.6372,0.00003,0.02887,-0.36246,-0.02420,0.00035,-0.00055,-44.0,68.0,32.0,52.0,-68.0,-24.0,0.0,0.0,0.0,0.0,1.0,0.0
834,1785849430.6707,-0.00014,0.02823,-0.36523,-0.02606,0.00039,-0.00054,-44.0,-48.0,-36.0,36.0,-60.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
835,1785849430.7040,0.00061,0.02899,-0.36335,-0.02598,0.00037,-0.00051,-68.0,92.0,36.0,-20.0,108.0,32.0,2.0,2.0,2.0,0.0,3.0,0.0
836,1785849430.7375,0.00035,0.03037,-0.35959,-0.02442,0.00035,-0.00053,0.0,48.0,112.0,-20.0,64.0,-24.0,0.0,1.0,7.0,0.0,0.0,0.0
837,1785849430.7708,-0.00056,0.03136,-0.35809,-0.02432,0.00037,-0.00055,48.0,-40.0,80.0,28.0,20.0,-32.0,1.0,0.0,3.0,0.0,0.0,1.0
838,1785849430.8042,-0.00034,0.03186,-0.35695,-0.02392,0.00035,-0.00055,-52.0,-76.0,68.0,80.0,-24.0,24.0,1.0,1.0,2.0,2.0,0.0,0.0
839,1785849430.8377,0.00019,0.03085,-0.35598,-0.02312,0.00035,-0.00055,-116.0,-72.0,0.0,84.0,60.0,40.0,3.0,1.0,0.0,3.0,1.0,0.0
840,1785849430.8710,0.00022,0.02973,-0.35552,-0.02327,0.00037,-0.00055,64.0,-20.0,36.0,36.0,44.0,-28.0,1.0,0.0,1.0,0.0,0.0,0.0
841,1785849430.9044,-0.00002,0.02896,-0.35596,-0.02350,0.00038,-0.00056,-36.0,88.0,-28.0,-88.0,32.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
842,1785849430.9378,-0.00005,0.02960,-0.35754,-0.02361,0.00039,-0.00056,-40.0,-76.0,60.0,-20.0,80.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
843,1785849430.9711,-0.00013,0.03056,-0.35660,-0.02246,0.00037,-0.00057,-36.0,-28.0,128.0,-40.0,-52.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0
844,1785849431.0046,-0.00087,0.03091,-0.35584,-0.02212,0.00039,-0.00059,-52.0,56.0,32.0,44.0,-32.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
845,1785849431.0379,-0.00090,0.03090,-0.35692,-0.02308,0.00041,-0.00058,-24.0,-68.0,68.0,-32.0,-32.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
846,1785849431.0714,-0.00098,0.03117,-0.35688,-0.02301,0.00039,-0.00058,-64.0,-36.0,112.0,-72.0,-20.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
847,1785849431.1048,-0.00128,0.03254,-0.35395,-0.02122,0.00035,-0.00059,56.0,68.0,96.0,48.0,56.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0
848,1785849431.1382,-0.00159,0.03311,-0.35311,-0.02118,0.00034,-0.00060,80.0,52.0,-24.0,-32.0,-40.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
849,1785849431.1716,-0.00189,0.03459,-0.35243,-0.02116,0.00033,-0.00060,-36.0,-92.0,136.0,-24.0,44.0,-20.0,1.0,3.0,7.0,0.0,0.0,0.0
850,1785849431.2049,-0.00218,0.03529,-0.34997,-0.01989,0.00030,-0.00061,-60.0,-64.0,96.0,28.0,28.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0
851,1785849431.2387,-0.00247,0.03577,-0.34816,-0.01913,0.00028,-0.00062,36.0,64.0,164.0,-28.0,-44.0,-20.0,0.0,2.0,10.0,0.0,1.0,0.0
