step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
648,1785849424.1222,0.03338,0.7033,-92.4396,95.1209,72.5275,-89.0110,1.9841,-5.2667,-2.6333,7.9000,-7.9000,-2.6333,0.0000,-157.759,236.519,315.489,-157.790,-473.128,0.000,-50,0,100,-100,-50,0,44,-100,104,-56,56,32,1,2,4,1,0,0
649,1785849424.1556,0.03342,0.9670,-91.4725,95.2088,72.7912,-89.7143,1.9841,7.8923,28.9384,2.6308,7.8923,-21.0461,0.0000,393.781,944.782,-157.682,472.584,-551.001,0.000,0,300,0,100,-250,0,32,28,0,-60,-52,-24,0,0,0,0,1,0
650,1785849424.189,0.0334,1.0549,-91.7363,95.2088,73.2308,-89.7143,1.9841,2.6322,-7.8966,0.0000,13.1611,0.0000,0.0000,-157.494,-1102.895,-78.769,157.755,630.151,0.000,50,-100,0,150,50,0,-36,96,-28,60,-56,52,1,2,0,1,1,1
651,1785849424.2223,0.03335,1.0549,-92.3516,95.4725,73.2308,-89.1868,1.9841,0.0000,-18.4506,7.9074,0.0000,15.8148,0.0000,-78.920,-316.433,237.083,-394.599,474.165,0.000,0,-250,50,0,200,0,48,60,24,-28,52,28,1,0,1,0,1,0
652,1785849424.3418,0.11939,0.7912,-92.8791,95.4725,73.1429,-89.3626,1.9841,-2.2090,-4.4180,0.0000,-0.7363,-1.4727,0.0000,-18.502,117.534,-66.230,-6.167,-144.795,0.000,0,0,0,0,0,0,20,28,32,20,0,36,0,0,0,0,0,0
653,1785849424.375,0.03324,0.8791,-92.8791,95.4725,73.1429,-89.3626,1.9841,2.6444,0.0000,0.0000,0.0000,0.0000,0.0000,145.992,132.893,0.000,22.149,44.298,0.000,0,0,0,0,0,0,-56,-84,-96,104,-80,32,1,2,4,5,2,1
654,1785849424.4084,0.03337,1.0549,-92.4396,96.0000,72.3516,-88.8352,1.9841,5.2691,13.1726,15.8072,-23.7107,15.8072,0.0000,78.654,394.754,473.705,-710.557,473.705,0.000,50,100,250,-300,100,0,40,40,-116,112,-212,64,1,1,2,1,5,2
655,1785849424.4418,0.03339,1.2308,-92.2637,96.2637,71.6484,-87.3407,1.9841,5.2661,5.2661,7.8992,-21.0646,44.7623,0.0000,-0.087,-236.809,-236.852,79.255,867.241,0.000,0,100,100,-200,550,0,-60,-36,76,-28,28,-20,1,0,2,1,1,0
656,1785849424.4751,0.03336,1.2308,-92.2637,96.2637,71.7363,-86.9011,1.9841,0.0000,0.0000,0.0000,2.6356,13.1779,0.0000,-157.878,-157.878,-236.817,710.526,-946.892,0.000,0,50,0,0,250,0,-56,-108,100,-20,116,-20,0,3,3,0,2,0
657,1785849424.5085,0.03342,1.2308,-91.3846,95.7363,71.9121,-87.5165,1.9841,0.0000,26.3061,-15.7836,5.2612,-18.4142,0.0000,0.000,787.160,-472.296,78.567,-945.337,0.000,0,250,-200,50,-200,0,68,72,116,-32,-72,48,2,2,2,0,1,0
658,1785849424.5419,0.03338,1.3187,-91.5604,95.4725,72.0879,-87.3407,1.9841,2.6334,-5.2669,-7.9003,5.2669,5.2669,0.0000,78.885,-945.776,236.148,0.169,709.375,0.000,0,-50,-150,50,150,0,56,76,-80,-44,-104,36,1,1,2,1,1,0
659,1785849424.5753,0.03338,0.9670,-92.4396,95.9121,72.1758,-86.4615,1.9841,-10.5346,-26.3365,13.1683,2.6337,26.3365,0.0000,-394.485,-631.200,631.167,-78.885,631.200,0.000,-150,-300,100,50,300,0,-44,52,-96,40,-52,24,1,0,0,1,0,0
660,1785849424.6086,0.03336,0.9670,-92.7912,96.2637,72.0879,-85.7582,1.9841,0.0000,-10.5402,10.5402,-2.6351,21.0805,0.0000,315.762,473.474,-78.771,-157.924,-157.543,0.000,-100,-250,100,-50,250,0,-116,-136,40,-20,-48,44,2,5,1,0,0,1
661,1785849424.642,0.03341,2.1099,-92.0000,96.3516,72.0879,-85.5824,1.9841,34.2120,23.6852,2.6317,0.0000,5.2634,0.0000,1024.150,1024.554,-236.746,78.882,-473.493,0.000,350,250,50,0,50,0,84,-32,108,32,-32,40,3,0,2,0,0,1
662,1785849424.6754,0.03337,1.9341,-91.3846,95.8242,72.0879,-85.4945,1.9841,-5.2694,18.4429,-15.8082,0.0000,2.6347,0.0000,-1183.247,-157.109,-552.640,0.000,-78.781,0.000,-100,200,-150,0,-50,0,20,-60,60,52,-44,28,0,1,0,1,0,0
663,1785849424.7088,0.03344,1.6703,-91.1209,95.5604,71.9121,-85.1429,1.9841,-7.8877,7.8877,-7.8877,-5.2584,10.5169,0.0000,-78.305,-315.681,236.883,-157.266,235.735,0.000,-200,200,-50,-50,150,0,-108,-92,52,-36,-36,48,2,1,0,0,0,1
664,1785849424.7422,0.03337,2.2857,-90.5934,95.5604,71.8242,-85.2308,1.9841,18.4430,15.8083,0.0000,-2.6347,-2.6347,0.0000,789.129,237.382,236.393,78.633,-394.153,0.000,250,250,0,-50,-150,0,-52,44,80,24,-36,-24,0,0,3,0,1,0
665,1785849424.7757,0.03337,2.5495,-90.7692,95.5604,71.9121,-85.2308,1.9841,7.9028,-5.2685,0.0000,2.6343,0.0000,0.0000,-315.836,-631.560,0.000,157.883,78.948,0.000,50,-50,0,0,0,0,-76,52,-32,24,-40,24,1,0,1,0,0,0
666,1785849424.809,0.03342,3.1648,-91.1209,95.6484,71.8242,-84.8791,1.9841,18.4150,-10.5229,2.6307,-2.6307,10.5229,0.0000,314.573,-157.234,78.723,-157.551,314.891,0.000,150,-150,0,-50,150,0,-48,-60,-96,-44,-40,32,0,1,2,0,1,0
667,1785849424.8424,0.03337,3.6923,-90.9451,96.0879,72.0879,-84.9670,1.9841,15.8055,5.2685,13.1712,7.9027,-2.6342,0.0000,-78.194,473.181,315.842,315.630,-394.247,0.000,200,0,250,100,-50,0,64,-28,44,20,44,-28,1,0,0,1,0,0
668,1785849424.8758,0.03339,3.4286,-90.7692,96.0879,72.0879,-85.0549,1.9841,-7.8995,5.2663,0.0000,0.0000,-2.6332,0.0000,-710.019,-0.064,-394.509,-236.705,0.032,0.000,-150,50,0,0,-50,0,36,56,192,24,120,28,0,0,7,0,2,0
669,1785849424.9091,0.03336,3.1648,-91.2088,95.2967,72.0879,-86.0220,1.9841,-7.9052,-13.1753,-23.7156,0.0000,-28.9857,0.0000,-0.171,-552.768,-710.848,0.000,-789.888,0.000,-150,-150,-250,0,-400,0,-48,128,56,68,-64,24,1,2,0,2,1,0
670,1785849424.9426,0.03343,3.1648,-91.8242,95.2088,71.8242,-85.5824,1.9841,0.0000,-18.4093,-2.6299,-7.8897,13.1495,0.0000,236.485,-156.576,630.782,-236.022,1260.482,0.000,-50,-200,0,-150,150,0,-32,-36,-60,-36,-120,28,0,0,1,0,2,0
671,1785849424.9759,0.03335,3.2527,-92.1758,95.4725,71.9121,-84.9670,1.9841,2.6358,-10.5432,7.9074,2.6358,18.4507,0.0000,79.028,235.844,315.934,315.580,158.941,0.000,50,-100,100,-50,200,0,56,-48,0,-28,64,-24,1,1,0,0,3,0
672,1785849425.0093,0.03339,3.3407,-91.7363,95.5604,72.1758,-85.0549,1.9841,2.6326,13.1628,2.6326,7.8977,-2.6326,0.0000,-0.097,709.888,-157.958,157.569,-631.346,0.000,0,250,0,100,100,0,72,40,0,-32,160,36,1,1,0,0,3,1
673,1785849425.0428,0.03352,2.8132,-92.0879,95.5604,72.3516,-86.0220,1.9841,-15.7362,-10.4908,0.0000,5.2454,-28.8496,0.0000,-547.996,-705.660,-78.538,-79.127,-782.137,0.000,-200,0,0,50,-350,0,-20,-56,0,-48,-32,-20,0,1,0,0,0,0
674,1785849425.0761,0.03333,2.5495,-92.0879,95.5604,72.7033,-86.0220,1.9841,-7.9118,0.0000,0.0000,10.5491,0.0000,0.0000,234.722,314.713,0.000,159.107,865.462,0.000,-100,0,0,100,50,0,-68,-96,68,-60,-40,32,1,3,2,1,0,0
675,1785849425.1096,0.03338,2.9011,-91.5604,95.4725,72.9670,-86.1099,1.9841,10.5341,15.8011,-2.6335,7.9005,-2.6335,0.0000,552.570,473.341,-78.890,-79.341,-78.890,0.000,150,100,0,100,0,0,-64,-100,144,40,-128,-24,0,1,5,1,2,0
676,1785849425.1429,0.03338,3.1648,-90.8571,94.9451,72.7912,-85.2308,1.9841,7.9005,21.0679,-15.8009,-5.2670,26.3349,0.0000,-78.892,157.772,-394.441,-394.445,867.774,0.000,100,250,-150,-100,300,0,-56,32,52,52,52,0,1,0,2,0,2,0
677,1785849425.1763,0.03336,3.5165,-91.1209,94.9451,72.4396,-85.2308,1.9841,10.5397,-7.9047,0.0000,-10.5397,0.0000,0.0000,79.103,-868.372,473.588,-158.034,-789.313,0.000,100,-100,0,-100,-100,0,56,48,20,24,68,48,0,0,0,0,0,0
678,1785849425.2098,0.03344,3.6923,-91.2967,95.2088,72.4396,-85.5824,1.9841,5.2571,-5.2571,7.8857,0.0000,-10.5143,0.0000,-157.947,79.163,235.782,315.135,-314.376,0.000,50,-50,50,0,-100,0,92,72,0,-32,112,32,1,0,0,0,2,1
679,1785849425.2431,0.03339,3.0769,-91.5604,95.3846,72.6154,-86.3736,1.9841,-18.4316,-7.8993,5.2662,5.2662,-23.6978,0.0000,-709.512,-79.136,-78.458,157.730,-394.866,0.000,-250,0,50,50,-350,0,-100,-44,136,-52,-64,-28,3,1,8,0,1,0
680,1785849425.2765,0.03341,3.3407,-91.5604,94.9451,72.8791,-85.9341,1.9841,7.8939,0.0000,-13.1565,7.8939,13.1565,0.0000,787.949,236.433,-551.408,78.650,1103.085,0.000,100,0,-50,50,100,0,48,-92,220,64,-36,0,2,4,13,1,0,0
681,1785849425.3098,0.03331,3.8681,-90.8571,94.1538,72.7912,-86.0220,1.9841,15.8340,21.1120,-23.7510,-2.6390,-2.6390,0.0000,238.352,633.754,-318.034,-316.183,-474.159,0.000,100,250,-350,50,0,0,88,-48,44,72,-28,40,2,0,1,1,0,1
682,1785849425.3433,0.03341,3.0769,-90.9451,94.0659,72.5275,-85.9341,1.9841,-23.6821,-2.6313,-2.6313,-7.8940,2.6313,0.0000,-1182.782,-710.677,632.146,-157.292,157.750,0.000,-150,-50,0,-150,0,0,-36,32,-116,-44,88,-28,1,0,2,0,2,0
683,1785849425.3766,0.03337,2.9011,-91.1209,95.0330,72.7033,-86.2857,1.9841,-5.2683,-5.2683,28.9757,5.2683,-10.5366,0.0000,551.743,-79.012,947.057,394.390,-394.558,0.000,-50,-50,300,50,-50,0,-64,84,-28,-28,-36,36,2,1,0,0,0,0
684,1785849425.41,0.0334,3.4286,-91.6484,95.3846,72.9670,-86.3736,1.9841,15.7906,-15.7906,10.5271,7.8953,-2.6318,0.0000,630.428,-315.000,-552.284,78.643,236.642,0.000,250,-300,150,0,0,0,28,-52,84,20,-32,-24,0,0,4,0,0,0
685,1785849425.4434,0.03337,3.5165,-91.4725,95.2967,73.0549,-86.2857,1.9841,2.6341,5.2682,-2.6341,2.6341,2.6341,0.0000,-394.208,630.984,-394.348,-157.641,157.781,0.000,100,50,0,0,0,0,52,-56,80,72,56,0,0,1,2,2,1,0
686,1785849425.4768,0.03341,3.2527,-91.3846,95.2967,72.6154,-86.3736,1.9841,-7.8950,2.6317,0.0000,-13.1583,-2.6317,0.0000,-315.188,-78.925,78.852,-472.746,-157.631,0.000,-100,150,-50,-150,-100,0,-20,44,-32,0,32,0,0,0,0,0,0,0
687,1785849425.5102,0.03341,3.3407,-91.5604,95.4725,72.6154,-86.7253,1.9841,2.6313,-5.2626,5.2626,0.0000,-10.5253,0.0000,315.065,-236.287,157.518,393.844,-236.267,0.000,50,-100,50,-100,-200,0,-40,-36,28,56,20,20,1,0,1,2,0,0
688,1785849425.5437,0.03344,3.3407,-91.5604,95.4725,72.5275,-86.8132,1.9841,0.0000,0.0000,0.0000,-2.6292,-2.6292,0.0000,-78.694,157.389,-157.389,-78.630,236.148,0.000,0,0,0,0,-50,0,-24,-24,48,-36,-40,20,0,0,1,0,1,0
689,1785849425.577,0.03337,3.3407,-91.5604,95.4725,72.7912,-86.7253,1.9841,0.0000,0.0000,0.0000,7.9042,2.6347,0.0000,0.000,0.000,0.000,315.685,157.759,0.000,0,0,0,100,0,0,0,-84,104,24,-84,-20,0,2,3,1,2,0
690,1785849425.6104,0.0334,3.3407,-91.2088,95.2967,72.8791,-86.3736,1.9841,0.0000,10.5288,-5.2644,2.6322,10.5288,0.0000,0.000,315.245,-157.622,-157.850,236.358,0.000,0,50,-50,100,0,0,-80,-20,-20,-32,-60,0,3,0,0,0,0,0
691,1785849425.6439,0.03346,3.3407,-91.1209,95.2967,72.8791,-86.1978,1.9841,0.0000,2.6274,0.0000,0.0000,5.2548,0.0000,0.000,-236.145,157.334,-78.667,-157.622,0.000,0,50,0,0,50,0,-32,44,80,-36,52,24,0,0,2,0,1,0
692,1785849425.6772,0.03333,3.3407,-91.2088,95.2088,73.0549,-86.5495,1.9841,0.0000,-2.6379,-2.6379,5.2759,-10.5518,0.0000,0.000,-157.995,-79.156,158.312,-474.302,0.000,0,0,0,50,-150,0,-24,-68,132,36,-20,-20,0,1,5,0,0,0
693,1785849425.7106,0.03337,3.4286,-90.9451,95.0330,73.0549,-86.6374,1.9841,2.6344,7.9032,-5.2688,0.0000,-2.6344,0.0000,78.944,315.882,-78.838,-158.100,237.255,0.000,50,150,-100,0,-100,0,60,96,-68,52,-68,32,1,4,2,0,1,0
694,1785849425.744,0.0334,3.5165,-91.4725,95.4725,72.7912,-86.3736,1.9841,2.6323,-15.7938,13.1615,-7.8969,7.8969,0.0000,-0.063,-709.545,551.848,-236.452,315.332,0.000,0,-200,200,-50,100,0,20,-24,40,-32,0,-24,0,0,1,1,0,0
695,1785849425.7773,0.03339,3.4286,-91.4725,95.4725,72.8791,-86.1099,1.9841,-2.6332,0.0000,0.0000,2.6332,7.8997,0.0000,-157.718,473.070,-394.225,315.408,0.083,0.000,-50,0,50,0,100,0,-24,-52,160,0,64,0,1,1,6,0,2,0
696,1785849425.8108,0.03335,3.4286,-91.2088,95.0330,72.9670,-86.4615,1.9841,0.0000,7.9082,-13.1804,2.6361,-10.5443,0.0000,78.958,237.132,-395.219,0.086,-553.050,0.000,0,0,-150,50,-100,0,40,-76,72,-44,32,0,0,0,1,0,0,0
697,1785849425.8441,0.03342,3.5165,-90.7692,94.8571,72.9670,-86.4615,1.9841,2.6304,13.1519,-5.2608,0.0000,0.0000,0.0000,78.703,156.894,236.960,-78.873,315.492,0.000,0,200,-50,0,0,0,-24,52,20,24,24,0,0,0,1,0,0,0
698,1785849425.8775,0.03337,3.4286,-90.8571,94.9451,72.9670,-86.7253,1.9841,-2.6347,-2.6347,2.6347,0.0000,-7.9041,0.0000,-157.793,-473.121,236.625,0.000,-236.884,0.000,-50,-50,0,0,-100,0,20,0,24,-40,-60,-24,1,0,1,0,1,0
699,1785849425.9109,0.0334,3.5165,-90.8571,94.9451,73.0549,-86.6374,1.9841,2.6320,0.0000,0.0000,2.6320,2.6320,0.0000,157.678,78.880,-78.880,78.798,315.438,0.000,50,0,0,50,50,0,24,64,-48,48,44,-48,0,0,1,1,2,1
700,1785849425.9442,0.03336,3.5165,-91.3846,95.3846,72.9670,-86.3736,2.0503,0.0000,-15.8130,13.1775,-2.6355,7.9065,1.9827,-78.904,-474.057,395.048,-157.913,158.125,59.440,0,-150,200,0,100,50,-20,100,-64,36,124,36,1,0,0,0,3,0
701,1785849425.9777,0.03339,3.5165,-92.0879,95.8242,72.8791,-87.0769,2.0503,0.0000,-21.0629,13.1643,-2.6329,-21.0629,0.0000,0.000,-157.228,-0.395,0.079,-867.602,-59.381,0,-150,100,-50,-200,0,32,-48,100,72,-68,-24,0,1,3,2,2,0
702,1785849426.0951,0.11745,3.5165,-91.5604,95.2967,72.4396,-86.9890,2.0503,0.0000,4.4911,-4.4911,-3.7425,0.7485,0.0000,0.000,217.574,-150.323,-9.448,185.709,0.000,0,-50,0,0,50,0,28,-32,76,40,0,0,0,1,3,1,0,0
703,1785849426.1284,0.03331,3.5165,-91.5604,95.2967,72.4396,-86.9011,2.0503,0.0000,0.0000,0.0000,0.0000,2.6391,0.0000,0.000,-134.818,134.818,112.349,56.753,0.000,0,0,0,0,0,0,-28,-44,-56,72,-68,32,0,1,1,1,2,0
704,1785849426.1618,0.03334,3.5165,-91.5604,95.5604,72.1758,-86.5495,2.0503,0.0000,0.0000,7.9096,-7.9096,10.5462,0.0000,0.000,0.000,237.214,-237.214,237.139,0.000,0,0,100,-50,100,0,-60,-120,-68,108,32,0,1,3,0,2,0,0
705,1785849426.1951,0.03341,3.5165,-90.7692,96.0000,71.6484,-86.5495,2.0503,0.0000,23.6833,13.1574,-15.7889,0.0000,0.0000,0.000,708.915,157.083,-235.851,-315.679,0.000,0,250,250,-200,0,0,-56,-148,76,-68,0,-20,0,4,2,1,0,0
706,1785849426.2286,0.0334,3.7802,-89.8901,95.6484,71.5604,-86.9011,2.0503,7.8954,26.3181,-10.5272,-2.6318,-10.5272,0.0000,236.364,78.877,-709.044,393.881,-315.153,0.000,50,250,-50,-100,-250,0,136,-100,220,-32,-28,28,4,2,9,0,0,0
707,1785849426.262,0.03343,3.3407,-89.1868,94.5934,71.8242,-86.6374,2.0503,-13.1474,21.0359,-31.5539,7.8885,7.8885,0.0000,-629.402,-157.993,-628.916,314.666,550.822,0.000,-200,200,-400,0,150,0,-44,52,136,28,132,32,1,2,3,1,3,0
708,1785849426.2954,0.0334,2.9011,-89.0110,94.0659,71.9121,-87.2527,2.0503,-13.1601,5.2640,-15.7921,2.6320,-18.4241,0.0000,-0.378,-472.197,471.895,-157.374,-787.776,0.000,-200,100,-100,100,-250,0,-64,92,-20,-28,28,-32,1,2,0,0,0,0
709,1785849426.3288,0.03333,3.2527,-89.8901,94.3297,71.9121,-87.5165,2.0503,10.5516,-26.3791,7.9137,0.0000,-7.9137,0.0000,711.499,-949.491,711.322,-78.977,315.376,0.000,50,-300,0,50,0,0,-28,-96,-124,56,-80,-24,0,3,1,1,2,0
710,1785849426.3622,0.03343,3.7802,-89.4505,95.2967,71.3846,-87.4286,2.0503,15.7785,13.1487,28.9272,-15.7785,2.6297,0.0000,156.353,1182.412,628.585,-471.988,315.391,0.000,150,0,350,-200,100,0,-24,20,-48,-48,28,28,0,0,0,1,1,0
711,1785849426.3956,0.03341,3.6923,-89.4505,95.6484,71.3846,-87.4286,2.0503,-2.6309,0.0000,10.5238,0.0000,0.0000,0.0000,-550.939,-393.502,-550.760,472.203,-78.700,0.000,-50,0,50,0,-150,0,40,52,48,-84,-48,-20,0,1,1,2,1,0
712,1785849426.4289,0.03336,3.6923,-89.8901,95.5604,71.7363,-87.4286,2.0503,0.0000,-13.1758,-2.6352,10.5406,0.0000,0.0000,78.862,-394.944,-394.438,315.955,0.000,0.000,0,-200,50,150,0,0,-24,-20,128,56,56,0,0,0,3,1,2,0
713,1785849426.4623,0.03337,3.4286,-89.8901,95.2088,71.8242,-87.2527,2.0503,-7.9034,0.0000,-10.5379,2.6345,5.2689,0.0000,-236.841,394.840,-236.821,-236.925,157.894,0.000,-100,-50,-150,50,100,0,20,-40,0,84,48,0,0,0,0,1,0,0
714,1785849426.4958,0.0334,3.6044,-89.8901,95.2088,71.3846,-87.5165,2.0503,5.2644,0.0000,0.0000,-13.1611,-7.8966,0.0000,394.263,0.000,315.518,-472.941,-394.196,0.000,100,0,0,-150,-50,0,36,28,48,-36,60,24,0,0,2,1,1,0
715,1785849426.5291,0.03336,3.6923,-89.8901,95.2088,71.3846,-87.8681,2.0503,2.6350,0.0000,0.0000,0.0000,-10.5400,0.0000,-78.812,0.000,0.000,394.480,-79.231,0.000,50,0,0,0,-200,0,-28,0,0,0,-64,-20,0,0,0,0,2,0
716,1785849426.5625,0.03342,3.6923,-89.8901,95.2967,71.4725,-87.7802,2.0503,0.0000,0.0000,2.6309,2.6309,2.6309,0.0000,-78.856,0.000,78.732,78.732,394.157,0.000,0,0,0,50,-50,0,-20,-60,-56,92,-24,-24,0,2,2,3,0,0
717,1785849426.5959,0.03337,3.6923,-89.8901,95.5604,71.0330,-87.6923,2.0503,0.0000,0.0000,7.9027,-13.1712,2.6342,0.0000,0.000,0.000,157.968,-473.501,0.101,0.000,0,0,150,-150,50,0,-28,52,-60,76,48,24,0,1,0,1,0,0
718,1785849426.6292,0.03341,3.6923,-89.9780,95.7363,70.5934,-87.7802,2.0503,0.0000,-2.6312,5.2624,-13.1560,-2.6312,0.0000,0.000,-78.752,-79.025,0.455,-157.594,0.000,0,0,100,-100,0,0,28,40,104,68,-60,0,0,0,3,2,1,0
719,1785849426.6627,0.03336,3.6923,-90.0659,95.4725,70.3297,-87.6044,2.0503,0.0000,-2.6350,-7.9051,-7.9051,5.2700,0.0000,0.000,-0.114,-394.672,157.388,236.826,0.000,0,0,-100,-100,-50,0,32,-80,0,-56,-148,0,0,1,0,1,3,0
720,1785849426.696,0.03341,3.6923,-89.8022,95.4725,70.5055,-86.6374,2.0503,0.0000,7.8935,0.0000,5.2623,28.9429,0.0000,0.000,315.114,236.595,394.094,708.517,0.000,0,100,0,50,400,0,28,60,-72,-44,88,0,0,0,1,0,2,0
721,1785849426.7294,0.0334,3.6923,-90.0659,95.9121,70.6813,-86.9011,2.0503,0.0000,-7.8961,13.1601,5.2641,-7.8961,0.0000,0.000,-472.730,394.006,0.051,-1102.933,0.000,0,-100,100,0,-100,0,-44,-56,24,48,88,0,0,1,0,0,0,0
722,1785849426.7628,0.03338,3.6923,-89.8022,95.9121,70.5934,-87.6044,2.0503,0.0000,7.9014,0.0000,-2.6338,-21.0704,0.0000,0.000,473.284,-394.271,-236.615,-394.695,0.000,0,150,50,0,-300,0,-20,-56,76,-64,-88,24,0,0,1,1,2,0
723,1785849426.7962,0.03343,3.6923,-89.6264,95.6484,70.7692,-87.2527,2.0503,0.0000,5.2597,-7.8896,5.2597,10.5194,0.0000,0.000,-79.025,-236.014,236.131,944.997,0.000,0,100,-100,50,150,0,32,20,48,40,-36,-20,0,0,1,0,0,0
724,1785849426.8296,0.03334,3.6923,-89.7143,95.5604,70.7692,-86.9011,2.0503,0.0000,-2.6366,-2.6366,0.0000,10.5462,0.0000,0.000,-236.816,157.542,-157.743,0.804,0.000,0,-50,-50,50,100,0,-64,-44,-32,24,60,0,1,1,1,0,1,0
725,1785849426.863,0.0334,3.8681,-89.7143,95.6484,70.7692,-87.2527,2.0503,5.2640,0.0000,2.6320,0.0000,-10.5281,0.0000,157.601,78.936,157.737,0.000,-630.948,0.000,100,0,0,0,0,0,-68,-72,0,0,-48,-28,2,2,0,0,0,0
726,1785849426.8963,0.0334,4.2198,-89.7143,95.8242,70.7692,-86.9011,2.0503,10.5290,0.0000,5.2645,0.0000,10.5290,0.0000,157.645,0.000,78.822,0.000,630.492,0.000,100,0,50,0,100,0,56,-52,44,-20,-96,0,1,1,0,0,1,0
727,1785849426.9298,0.03336,4.2198,-89.5385,95.8242,70.6813,-86.1978,2.0503,0.0000,5.2702,0.0000,-2.6351,21.0807,0.0000,-315.598,157.968,-157.799,-78.984,316.274,0.000,50,50,0,0,200,0,40,-84,72,56,-64,40,1,3,2,0,1,0
728,1785849426.9631,0.03337,4.0440,-88.9231,95.5604,70.4176,-85.8462,2.0503,-5.2684,18.4392,-7.9025,-7.9025,10.5367,0.0000,-157.860,394.595,-236.790,-157.833,-315.936,0.000,-100,200,-100,-100,100,0,28,-180,36,-24,40,0,0,5,1,0,0,0
729,1785849426.9966,0.03346,4.0440,-87.9560,95.4725,70.1538,-86.1978,2.0503,0.0000,28.8972,-2.6270,-7.8810,-10.5081,0.0000,157.431,312.507,157.645,0.642,-628.866,0.000,0,250,-50,-150,-100,0,-40,28,-60,-96,116,-20,1,0,0,2,2,0
730,1785849427.0299,0.03335,4.0440,-88.1319,95.6484,70.5934,-86.9011,2.0503,0.0000,-5.2722,5.2722,13.1805,-21.0887,0.0000,0.000,-1024.587,236.862,631.541,-317.268,0.000,0,0,0,150,-200,0,-52,72,-96,24,-68,-40,1,0,2,0,2,1
731,1785849427.0633,0.0334,4.2198,-88.7473,95.9121,70.6813,-86.7253,2.1164,5.2637,-18.4229,7.8955,2.6318,5.2637,1.9800,157.580,-393.694,78.535,-315.796,788.917,59.275,50,-250,150,50,0,50,-44,-60,100,-28,-56,0,0,1,2,0,1,0
732,1785849427.0967,0.03335,4.4835,-88.7473,95.5604,70.6813,-86.5495,2.1164,7.9082,0.0000,-10.5443,0.0000,5.2721,0.0000,79.298,552.416,-552.924,-78.917,0.254,-59.370,50,0,-200,0,50,0,-24,32,48,36,-56,-20,0,1,0,0,1,0
733,1785849427.1301,0.03342,4.4835,-88.7473,95.3846,70.6813,-86.2857,2.1825,0.0000,0.0000,-5.2604,0.0000,7.8906,1.9787,-236.603,0.000,158.086,0.000,78.341,59.201,0,0,0,0,100,0,-52,0,0,28,64,-20,1,0,0,0,1,0
734,1785849427.1635,0.03337,4.5714,-88.7473,95.3846,70.5934,-86.5495,2.1825,2.6341,0.0000,0.0000,-2.6341,-7.9024,0.0000,78.927,0.000,157.619,-78.927,-473.210,-59.290,0,0,0,0,50,0,28,0,68,72,100,28,0,0,3,1,2,0
735,1785849427.1969,0.0334,4.5714,-88.7473,95.3846,70.4176,-86.9011,2.1825,0.0000,0.0000,0.0000,-5.2648,-10.5296,0.0000,-78.875,0.000,0.000,-78.772,-78.668,0.000,0,0,0,-50,-150,0,-64,32,-48,-52,-96,32,2,1,1,2,3,0
736,1785849427.2302,0.03337,4.7473,-88.8352,95.5604,70.4176,-86.3736,2.1825,5.2682,-2.6341,5.2682,0.0000,15.8045,0.0000,157.849,-78.924,157.849,157.748,789.042,0.000,50,0,50,0,250,0,28,-24,56,-72,28,-20,0,0,2,1,1,0
737,1785849427.2637,0.03343,4.7473,-88.9231,95.4725,70.5934,-86.2857,2.1825,0.0000,-2.6301,-2.6301,5.2602,2.6301,0.0000,-157.610,0.119,-236.296,157.372,-394.144,0.000,0,0,0,100,100,0,-40,-32,72,52,-32,20,0,0,1,1,1,0
738,1785849427.297,0.03335,4.8352,-88.8352,95.2967,70.5934,-86.2857,2.1825,2.6359,2.6359,-5.2718,0.0000,0.0000,0.0000,79.034,157.894,-79.208,-157.719,-78.860,0.000,50,0,-50,0,0,0,-40,-48,52,-44,36,-20,1,1,1,1,0,0
739,1785849427.3304,0.03342,5.0110,-88.8352,95.2967,70.5934,-86.2857,2.1825,5.2609,0.0000,0.0000,0.0000,0.0000,0.0000,78.543,-78.870,157.741,0.000,0.000,0.000,100,50,0,0,0,0,-48,36,20,-76,-52,32,1,1,1,1,1,1
740,1785849427.3638,0.03337,5.1868,-88.9231,95.2967,70.8571,-86.1099,2.1825,5.2685,-2.6342,0.0000,7.9027,5.2685,0.0000,0.227,-78.934,0.000,236.802,157.868,0.000,50,-50,0,100,50,0,-44,-96,76,48,36,-20,0,3,2,0,0,0
