step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
74,1785849404.0257,0.0334,31.7363,23.5165,-18.2857,85.7143,-2.4176,3.0423,13.1607,31.5857,-73.7000,18.4250,-10.5286,0.0000,-0.402,472.366,-76.639,1182.762,394.763,0.000,200,350,-800,100,-150,0,96,-164,296,40,76,0,3,0,9,1,1,0
75,1785849404.0591,0.03341,31.7363,25.0110,-20.4835,85.8901,-2.9451,3.0423,0.0000,44.7349,-65.7866,5.2629,-15.7888,0.0000,-393.938,393.594,236.869,-393.979,-157.454,0.000,50,500,-750,0,-200,0,204,-148,216,-64,84,-40,12,0,5,1,0,1
76,1785849404.0924,0.03336,30.6813,26.9451,-22.2418,86.2418,-3.5604,3.0423,-31.6220,57.9737,-52.7034,10.5407,-18.4462,0.0000,-947.871,396.833,392.171,158.201,-79.655,0.000,-400,600,-650,200,-200,0,120,-184,288,-168,-36,-44,2,0,12,4,0,0
77,1785849404.1258,0.03339,29.2747,29.0549,-24.0000,87.6484,-3.6484,3.0423,-42.1321,63.1981,-52.6651,42.1321,-2.6333,0.0000,-314.811,156.489,1.146,946.267,473.649,0.000,-450,750,-550,550,-50,0,-40,-92,208,-80,-28,20,1,0,8,1,0,0
78,1785849404.1592,0.03336,28.8352,30.9011,-25.3187,88.1758,-3.5604,3.0423,-13.1752,55.3359,-39.5257,15.8103,2.6350,0.0000,867.942,-235.659,393.837,-788.961,157.910,0.000,-150,600,-400,150,50,0,-96,24,244,40,-48,-20,4,1,12,0,1,0
79,1785849404.1926,0.0334,28.8352,31.6044,-26.2857,87.8242,-3.2967,3.0423,0.0000,21.0564,-28.9525,-10.5282,7.8961,0.0000,394.460,-1026.313,316.556,-788.560,157.514,0.000,0,300,-350,-200,0,0,48,64,60,192,36,-52,0,1,2,6,0,1
80,1785849404.226,0.03343,29.4505,31.6044,-26.3736,86.4176,-3.4725,3.0423,18.4069,0.0000,-2.6296,-42.0730,-5.2591,0.0000,550.575,-629.822,787.352,-943.545,-393.490,0.000,150,0,0,-400,-100,0,64,-20,60,160,-20,-28,2,0,2,1,0,0
81,1785849404.2593,0.03334,29.5385,31.7802,-26.3736,84.7473,-3.2088,3.1085,2.6369,5.2738,0.0000,-50.1010,7.9107,1.9838,-473.017,158.186,78.873,-240.797,395.024,59.503,50,50,0,-600,50,50,-32,-44,136,84,-148,0,0,0,7,0,4,0
82,1785849404.2927,0.0334,29.6264,32.6593,-26.9011,84.1319,-2.2418,3.1085,2.6321,26.3205,-15.7923,-18.4244,28.9526,0.0000,-0.145,630.130,-472.815,948.385,629.985,-59.393,0,250,-150,-150,350,0,-32,-48,108,84,-32,-20,0,0,3,1,0,0
83,1785849404.3262,0.03342,29.3626,33.7143,-27.2527,83.1648,-1.9780,3.1085,-7.8914,31.5657,-10.5219,-28.9352,7.8914,0.0000,-314.880,156.944,157.699,-314.502,-630.184,0.000,-150,400,-100,-250,150,0,80,72,-24,28,0,-20,1,3,0,0,0,0
84,1785849404.3595,0.0334,28.9231,33.8901,-26.8132,82.9011,-1.8901,3.1085,-13.1601,5.2640,13.1601,-7.8961,2.6320,0.0000,-157.740,-787.451,709.020,629.896,-157.462,0.000,-150,50,0,-50,50,0,0,-24,-104,32,-84,-48,0,0,0,0,3,1
85,1785849404.3929,0.03335,28.9231,34.2418,-25.7582,82.9890,-1.1868,3.1085,0.0000,10.5428,31.6283,2.6357,21.0855,0.0000,394.552,158.261,553.694,315.752,553.254,0.000,0,100,400,50,250,0,-88,24,-48,120,-104,32,0,1,0,4,0,0
86,1785849404.4263,0.03342,29.0989,34.5934,-25.1429,82.1099,-0.3077,3.0423,5.2606,10.5213,18.4122,-26.3031,26.3031,-1.9788,157.397,-0.643,-395.423,-865.845,156.111,-59.206,100,100,200,-400,400,-50,-80,20,76,120,-48,-56,2,0,4,0,0,0
87,1785849404.4597,0.0334,29.3626,35.2088,-25.0549,80.8791,0.3956,3.2407,7.8966,18.4254,2.6322,-36.8508,21.0576,5.9407,78.924,236.660,-472.473,-315.810,-157.058,237.121,100,250,0,-350,150,150,-28,72,28,76,-188,0,0,3,0,1,4,0
88,1785849404.4932,0.0334,29.8901,35.3846,-24.9670,80.3516,1.8022,3.3069,15.7925,5.2642,2.6321,-15.7925,42.1132,1.9802,236.401,-394.046,-0.004,630.484,630.404,-118.579,150,100,0,-150,450,50,20,-40,108,100,-60,-24,0,0,5,1,0,0
89,1785849404.5265,0.03338,29.9780,35.8242,-25.1429,79.5604,2.3297,3.3069,2.6335,13.1677,-5.2671,-23.7018,15.8012,0.0000,-394.195,236.762,-236.631,-236.937,-788.216,-59.318,0,100,-50,-300,250,0,56,-112,76,36,36,28,2,0,1,0,1,0
90,1785849404.5598,0.03335,29.7143,36.7912,-25.4945,79.1209,2.0659,3.3069,-7.9082,28.9969,-10.5443,-13.1804,-7.9082,0.0000,-316.099,474.644,-158.240,315.490,-710.937,0.000,0,350,-50,-150,-50,0,88,80,-104,-32,68,-20,2,3,4,0,1,0
91,1785849404.5932,0.03341,29.0989,37.0549,-24.4396,79.0330,1.7143,3.3069,-18.4165,7.8928,31.5711,-2.6309,-10.5237,0.0000,-314.477,-631.577,1260.376,315.711,-78.272,0.000,-250,150,300,-50,-100,0,-100,180,-128,-40,-44,0,4,18,0,1,0,0
92,1785849404.6267,0.03342,29.0110,37.1429,-22.8571,79.4725,1.9780,3.3069,-2.6305,2.6305,47.3496,13.1527,7.8916,0.0000,472.351,-157.458,472.131,472.282,551.028,0.000,0,50,550,50,100,0,-24,136,-36,68,64,-60,0,8,0,2,1,2
93,1785849404.6601,0.03335,29.0110,37.1429,-21.8901,79.1209,1.4505,3.5053,0.0000,0.0000,28.9943,-10.5434,-15.8151,5.9490,78.871,-78.871,-550.343,-710.474,-710.792,178.366,0,0,250,0,-150,150,84,92,-32,152,152,-160,1,4,0,4,3,3
94,1785849404.6934,0.03341,29.0989,37.0549,-21.1868,77.7143,0.2198,4.3651,2.6317,-2.6317,21.0533,-42.1067,-36.8433,25.7380,78.780,-78.780,-237.715,-944.854,-629.485,592.388,50,0,150,-550,-400,400,-80,136,-104,56,-76,48,2,7,0,0,3,2
95,1785849404.7269,0.03341,29.2747,36.9670,-20.2198,77.3626,0.4835,4.4974,5.2632,-2.6316,28.9477,-10.5264,7.8948,3.9596,78.774,0.002,236.312,945.339,1339.215,-651.924,50,-50,350,-100,-50,0,40,120,-52,80,-148,36,1,5,1,2,4,0
96,1785849404.7602,0.03339,29.2747,37.0549,-19.5165,77.0110,1.4505,4.3651,0.0000,2.6327,21.0616,-10.5308,28.9598,-3.9612,-157.617,157.650,-236.163,-0.132,630.833,-237.206,0,0,250,0,400,0,-60,228,-116,-40,56,-72,0,20,1,1,2,1
97,1785849404.7936,0.03335,29.4505,36.7912,-18.3736,76.7473,1.3626,4.8280,5.2721,-7.9082,34.2688,-7.9082,-2.6361,13.8820,158.085,-316.070,396.017,78.641,-947.406,535.033,50,-150,400,-100,-50,50,-68,156,32,56,-76,-196,0,8,1,1,2,5
98,1785849404.827,0.03338,29.7143,36.7033,-18.1099,76.4835,1.8901,5.8862,7.9006,-2.6335,7.9006,-7.9006,15.8011,31.6998,78.739,158.009,-789.894,0.228,552.310,533.755,50,-50,100,-150,150,450,-24,168,-76,72,-140,-192,1,16,3,0,2,4
99,1785849404.8604,0.03344,29.9780,36.6154,-17.6703,75.6923,2.6813,7.2751,7.8860,-2.6287,13.1433,-23.6579,23.6579,41.5292,-0.436,0.145,156.763,-471.161,234.926,293.908,100,0,250,-350,300,700,-56,200,-184,68,-68,-284,1,11,4,1,1,6
100,1785849404.8938,0.03335,30.3297,35.9121,-16.0879,75.3407,3.3846,9.2593,10.5440,-21.0880,47.4479,-10.5440,21.0880,59.4930,79.699,-553.493,1028.606,393.215,-77.059,538.635,100,-250,450,-150,250,800,-32,192,-52,-40,-20,-372,0,8,0,1,0,8
101,1785849404.9272,0.03335,30.3297,35.1209,-15.5604,75.9560,3.5604,11.7063,0.0000,-23.7243,15.8162,18.4523,5.2721,73.3758,-316.160,-79.051,-948.474,869.450,-474.238,416.274,0,-300,200,300,200,1100,152,132,124,-44,80,-360,5,5,5,0,1,5
102,1785849405.0462,0.11899,28.4835,34.8571,-15.8242,75.6044,3.1209,17.3280,-15.5147,-2.2164,-2.2164,-2.9552,-3.6940,47.2435,-130.382,180.748,-151.542,-179.903,-75.349,-219.610,-100,0,0,100,0,350,20,152,80,40,0,-76,0,10,3,1,0,0
103,1785849405.0795,0.03334,28.3956,34.8571,-15.8242,75.6923,3.2967,17.7910,-2.6369,0.0000,0.0000,2.6369,5.2738,13.8863,386.263,66.479,66.479,167.731,268.982,-1000.530,0,0,0,50,100,200,28,76,160,-104,100,64,0,3,11,4,3,2
104,1785849405.1128,0.03338,28.5714,35.2967,-16.6154,76.3077,2.6813,17.5265,5.2674,13.1685,-23.7032,18.4358,-18.4358,-7.9255,236.798,394.504,-710.107,473.309,-710.298,-653.443,0,150,-200,150,-200,0,92,-88,264,-120,-52,116,2,0,14,1,1,1
105,1785849405.1463,0.03342,28.5714,36.2637,-18.0220,77.0110,2.6813,16.8651,0.0000,28.9369,-42.0901,21.0451,0.0000,-19.7906,-157.618,471.847,-550.198,78.076,551.664,-355.047,0,300,-450,250,-50,-300,24,72,208,-40,-88,-36,0,4,8,1,1,1
106,1785849405.1796,0.03336,28.3077,36.5275,-19.0769,77.3626,3.1209,16.9974,-7.9063,7.9063,-31.6252,10.5417,13.1772,3.9653,-237.015,-630.457,313.718,-314.869,395.025,712.157,-100,100,-350,250,150,50,36,128,192,-120,-72,-208,0,8,8,1,1,7
107,1785849405.2131,0.03342,27.8681,36.4396,-19.7802,78.4176,3.4725,18.1217,-13.1545,-2.6309,-21.0473,31.5709,10.5236,33.6476,-157.062,-315.342,316.560,629.331,-79.411,888.288,-150,0,-300,400,50,450,24,40,92,44,96,-92,0,0,3,1,3,0
108,1785849405.2464,0.03337,27.7802,36.6154,-20.2198,78.4176,3.2088,18.7831,-2.6342,5.2684,-13.1710,0.0000,-7.9026,19.8175,315.233,236.696,236.004,-945.994,-552.127,-414.406,0,50,-100,-50,-50,300,-56,-124,128,-52,-32,-40,2,1,3,1,1,0
109,1785849405.2798,0.03338,27.8681,37.7582,-20.8352,78.2418,2.9451,19.4444,2.6339,34.2407,-18.4373,-5.2678,-7.9017,19.8152,157.836,868.028,-157.780,-157.827,0.028,-0.070,50,350,-200,0,-150,350,-148,-60,-68,48,60,-212,5,0,2,1,1,6
110,1785849405.3132,0.0334,28.3956,38.4615,-20.4835,78.3297,2.7692,20.8333,15.7928,21.0571,10.5286,2.6321,-5.2643,41.5841,393.986,-394.725,867.255,236.529,78.966,651.774,200,350,100,100,50,450,64,76,40,116,80,-244,1,2,1,1,0,2
111,1785849405.3465,0.03337,28.6593,38.4615,-20.4835,77.6264,2.3297,22.2884,7.9041,0.0000,0.0000,-21.0776,-13.1735,43.6068,-236.423,-631.076,-315.538,-710.576,-237.038,60.618,100,0,0,-50,0,750,32,44,44,-112,-40,-144,0,1,0,4,1,0
112,1785849405.3801,0.03343,28.6593,38.4615,-20.5714,78.1538,2.3297,23.2804,0.0000,0.0000,-2.6295,15.7773,0.0000,29.6737,-236.421,0.000,-78.653,1102.371,394.034,-416.753,0,0,-50,300,-100,350,-36,68,36,-180,-36,0,1,2,0,4,0,0
113,1785849405.4134,0.03338,28.3956,38.4615,-20.5714,79.5604,2.4176,23.2804,-7.9012,0.0000,0.0000,42.1395,2.6337,0.0000,-236.707,0.000,78.777,789.772,78.902,-888.981,-50,0,0,500,0,-100,20,84,-40,-88,64,48,0,3,1,0,1,0
114,1785849405.4468,0.0334,28.1319,38.4615,-20.2198,80.0000,1.8901,23.2804,-7.8970,0.0000,10.5294,13.1617,-15.7941,0.0000,0.123,0.000,315.280,-867.678,-551.782,0.000,-100,0,50,150,-250,50,52,136,-124,96,56,68,0,8,2,2,0,1
115,1785849405.4802,0.03337,28.0440,38.0220,-19.3407,79.4725,1.4505,23.0159,-2.6343,-13.1715,26.3430,-15.8058,-13.1715,-7.9273,157.699,-394.685,473.857,-868.015,78.586,-237.542,0,0,300,-200,-250,-150,-40,144,-80,-40,-104,48,1,3,0,1,3,0
116,1785849405.5135,0.0334,28.0440,37.5824,-18.6374,79.5604,2.0659,22.8175,0.0000,-13.1588,21.0541,2.6318,18.4224,-5.9397,78.861,0.379,-158.329,551.953,945.804,59.499,0,-200,250,-50,250,-50,-20,116,-76,-64,-60,-24,0,4,1,1,0,0
117,1785849405.5469,0.03335,28.1319,37.2308,-17.9341,79.8242,2.4176,22.8175,2.6358,-10.5433,21.0867,7.9075,10.5433,0.0000,79.029,78.419,0.976,158.181,-236.234,178.089,50,-150,250,150,50,0,20,68,20,60,-20,52,0,2,1,1,0,1
118,1785849405.5803,0.03341,28.1319,37.1429,-17.7582,79.7363,2.4176,22.6852,0.0000,-2.6317,5.2633,-2.6317,0.0000,-3.9597,-78.905,236.838,-473.676,-315.494,-315.618,-118.535,0,0,50,-50,0,-50,24,20,-64,24,-20,88,1,0,1,0,0,2
119,1785849405.6137,0.03339,28.1319,37.1429,-17.5824,79.6484,2.4176,22.1561,0.0000,0.0000,5.2653,-2.6326,0.0000,-15.8445,0.000,78.808,0.057,-0.028,0.000,-355.904,0,0,100,-50,0,-300,-28,-60,-68,-32,24,148,0,0,1,1,0,2
120,1785849405.6472,0.03335,28.2198,37.5824,-17.6703,79.6484,2.4176,21.3624,2.6359,13.1794,-2.6359,0.0000,0.0000,-23.7961,79.032,395.158,-236.900,78.934,0.000,-238.412,50,150,0,0,0,-400,60,56,28,24,80,-64,1,1,1,0,2,2
121,1785849405.6804,0.0334,28.0440,37.4945,-17.5824,79.6484,2.1538,21.4947,-5.2649,-2.6325,2.6325,0.0000,-7.8974,3.9609,-236.582,-473.471,157.755,0.000,-236.480,831.158,-50,-50,50,0,-50,50,40,96,-104,0,-20,-120,0,3,2,0,1,2
122,1785849405.7139,0.03344,27.8681,37.2308,-17.1429,79.6484,2.1538,22.0238,-5.2583,-7.8874,13.1457,0.0000,0.0000,15.8235,0.198,-157.157,314.413,0.000,236.182,354.769,0,-50,200,0,0,200,-48,84,-92,88,48,56,1,1,1,3,1,2
123,1785849405.7472,0.03338,27.7802,36.8791,-16.1758,79.1209,1.9780,22.0899,-2.6333,-10.5333,28.9665,-15.7999,-5.2666,1.9811,78.628,-79.255,473.898,-473.271,-157.757,-414.636,-50,-150,350,-100,-50,50,96,-56,-72,144,-56,28,3,1,0,2,1,0
124,1785849405.7806,0.03338,27.4286,36.8791,-15.9121,78.5055,2.3297,21.9577,-10.5343,0.0000,7.9007,-18.4351,10.5343,-3.9626,-236.690,315.545,-631.067,-78.941,473.349,-178.054,-150,0,50,-200,50,-50,44,-56,96,-68,-92,-32,1,1,3,2,1,0
125,1785849405.814,0.03337,27.2527,37.4945,-16.5275,78.5055,2.7692,21.9577,-5.2688,18.4406,-18.4406,0.0000,13.1719,0.0000,157.788,552.593,-789.347,552.426,79.037,118.742,-50,150,-300,-50,150,0,52,-96,80,68,48,-40,1,0,0,3,1,1
126,1785849405.8474,0.0334,27.2527,37.9341,-16.9670,78.4176,2.6813,22.0899,0.0000,13.1610,-13.1610,-2.6322,-2.6322,3.9605,157.753,-158.080,158.080,-78.811,-473.193,118.581,0,150,-250,0,-50,50,72,28,-124,44,0,-20,1,0,6,0,0,0
127,1785849405.8808,0.0334,26.9890,37.8462,-16.3516,78.2418,2.5055,22.0899,-7.8971,-2.6324,18.4265,-5.2647,-5.2647,0.0000,-236.464,-472.902,945.829,-78.826,-78.826,-118.589,-100,-50,250,-50,-100,0,-40,-92,-68,-140,-72,-44,0,2,0,4,1,1
128,1785849405.9142,0.03342,26.9890,38.4615,-16.0000,79.0330,2.6813,22.2222,0.0000,18.4141,10.5224,23.6753,5.2612,3.9581,236.304,629.773,-236.517,865.970,314.966,118.437,0,50,50,250,100,100,32,-164,-20,-56,32,36,0,3,0,0,0,0
129,1785849405.9476,0.03338,26.9890,39.1648,-16.0879,79.2967,2.7692,22.2222,0.0000,21.0725,-2.6341,7.9022,2.6341,0.0000,0.000,79.651,-394.198,-472.601,-78.715,-118.593,0,350,-50,150,50,0,-40,0,-112,48,-44,0,1,0,5,0,0,0
130,1785849405.981,0.03341,27.0769,38.9890,-16.0000,79.2088,2.9451,22.1561,2.6314,-5.2628,2.6314,-2.6314,5.2628,-1.9797,78.765,-788.279,157.608,-315.296,78.686,-59.256,0,-50,0,-50,100,-50,-52,64,-48,-76,80,32,1,0,0,2,2,0
131,1785849406.0144,0.03337,27.1648,38.8132,-15.9121,79.2967,2.6813,22.1561,2.6346,-5.2691,2.6346,2.6346,-7.9037,0.0000,0.094,-0.189,0.094,157.812,-394.577,59.327,50,0,0,50,-100,0,-96,-136,60,-48,-36,32,2,6,0,1,0,0
132,1785849406.0478,0.03341,27.4286,39.3407,-16.3516,79.4725,2.6813,22.0899,7.8949,15.7899,-13.1582,5.2633,0.0000,-1.9798,157.469,630.401,-472.757,78.691,236.597,-59.266,50,150,-150,50,0,0,24,-92,28,-52,36,104,0,1,0,1,0,4
133,1785849406.0812,0.0334,27.4286,39.6044,-16.7912,79.5604,2.7692,21.6270,0.0000,7.8970,-13.1617,2.6323,2.6323,-13.8625,-236.398,-236.335,-0.105,-78.778,78.820,-355.802,0,100,-100,50,100,-200,28,-36,-28,-44,72,192,0,1,1,1,1,5
134,1785849406.1146,0.03344,27.2527,39.6044,-16.8791,79.5604,2.1538,20.7672,-5.2586,0.0000,-2.6293,0.0000,-18.4052,-25.7150,-157.278,-236.189,315.009,-78.730,-629.201,-354.489,-50,0,0,0,-200,-350,24,-120,40,44,56,-32,0,5,1,0,1,1
135,1785849406.1481,0.03336,27.1648,39.9560,-17.4066,79.4725,1.6264,20.7011,-2.6351,10.5405,-15.8107,-2.6351,-15.8107,-1.9824,78.638,315.944,-395.104,-78.986,77.769,711.368,-100,50,-100,0,-200,-100,64,-72,0,88,68,-124,2,0,0,0,0,2
136,1785849406.1814,0.03339,27.0769,40.1319,-17.5824,78.7692,1.0989,21.4286,-2.6329,5.2658,-5.2658,-21.0630,-15.7973,21.7883,0.067,-157.972,315.810,-551.898,0.401,711.910,-50,50,-100,-350,-250,400,68,28,68,-52,-40,-88,0,0,1,1,0,1
137,1785849406.2148,0.03341,26.7253,40.0440,-18.1099,78.8571,1.2747,22.0238,-10.5261,-2.6315,-15.7892,2.6315,5.2631,17.8176,-236.273,-236.394,-315.003,709.264,630.412,-118.857,-100,-50,-250,50,0,300,-44,-104,60,32,-84,-64,1,4,0,0,1,0
138,1785849406.2482,0.03337,26.7253,40.5714,-18.2857,78.9451,1.6264,22.2884,0.0000,15.8074,-5.2691,2.6346,10.5383,7.9281,315.449,552.582,315.266,0.091,158.089,-296.372,0,100,-150,50,100,200,60,-164,-124,60,116,20,1,5,8,1,4,0
139,1785849406.2815,0.03338,26.5495,40.9231,-18.0220,78.8571,1.0989,22.2884,-5.2669,10.5339,7.9004,-2.6335,-15.8008,0.0000,-157.775,-157.973,394.503,-157.808,-789.007,-237.492,-50,200,50,0,0,0,52,-60,-88,-32,36,36,1,2,3,0,0,0
140,1785849406.315,0.03346,26.3736,40.7473,-17.8462,78.9451,0.6593,22.2222,-5.2551,-5.2551,5.2551,2.6275,-13.1377,-1.9767,0.355,-471.904,-79.064,157.242,79.596,-59.081,-50,-100,50,50,-200,-50,0,72,-52,-108,-120,144,0,0,2,2,4,4
141,1785849406.3484,0.03336,26.3736,40.3077,-17.9341,79.2967,1.1868,21.3624,0.0000,-13.1765,-2.6353,10.5412,15.8118,-25.7734,157.529,-237.455,-236.525,237.222,867.801,-713.339,0,-200,-50,200,150,-150,80,-28,-48,64,-144,300,2,0,0,1,2,12
142,1785849406.3817,0.03337,26.1978,40.3077,-17.8462,78.9451,2.2418,19.5106,-5.2688,0.0000,2.6344,-10.5376,31.6127,-55.4929,-157.885,394.848,157.912,-631.649,473.493,-890.580,-50,0,50,-150,250,-850,52,-24,48,0,52,336,1,0,1,0,1,8
143,1785849406.4152,0.03339,26.0220,40.3077,-18.3736,78.8571,2.1538,17.3942,-5.2665,0.0000,-15.7996,-2.6333,-2.6333,-63.3935,0.067,0.000,-552.162,236.761,-1025.784,-236.652,-50,0,-200,0,0,-950,36,24,112,-80,-64,340,0,0,1,2,1,7
144,1785849406.4485,0.0334,25.7582,40.3956,-19.2527,79.0330,2.5934,15.0794,-7.8963,2.6321,-26.3209,5.2642,13.1605,-69.3057,-78.735,78.805,-315.009,236.450,472.866,-177.010,-50,50,-250,100,200,-1000,64,60,-56,56,-36,280,2,1,1,0,0,1
145,1785849406.4819,0.03337,25.5824,40.3077,-19.0769,78.5055,2.8571,13.2275,-5.2688,-2.6344,5.2688,-15.8064,7.9032,-55.4931,78.736,-157.817,946.627,-631.407,-157.541,413.912,-100,0,0,-150,0,-900,40,64,-168,84,24,100,1,1,6,1,0,0
146,1785849406.5153,0.0334,25.4945,39.7802,-18.1099,77.8901,2.7692,12.4339,-2.6320,-15.7922,28.9523,-18.4242,-2.6320,-23.7614,78.943,-393.934,709.068,-78.375,-315.417,950.028,-50,-200,300,-200,-50,-350,0,32,-104,28,-28,40,0,0,3,0,0,0
147,1785849406.5487,0.03341,25.4945,39.6044,-17.5824,77.6264,2.6813,12.3016,0.0000,-5.2625,15.7875,-7.8937,-2.6312,-3.9590,78.778,315.157,-394.029,315.181,0.023,592.691,0,-50,150,-100,0,0,32,-44,0,64,28,-24,1,1,0,1,0,0
148,1785849406.5822,0.03341,25.4945,39.6044,-17.7582,77.2747,2.5934,12.2354,0.0000,0.0000,-5.2625,-10.5250,-2.6313,-1.9795,0.000,157.509,-630.036,-78.756,-0.000,59.248,0,0,0,-100,-50,50,56,40,52,40,48,128,1,1,0,0,1,3
149,1785849406.6154,0.03332,25.4945,39.6044,-18.1099,77.0989,2.5055,11.6402,0.0000,0.0000,-10.5523,-5.2762,-2.6381,-17.8620,0.000,0.000,-158.738,157.509,-0.205,-476.606,0,0,-150,-50,0,-300,-32,60,-116,-48,24,92,0,1,5,1,0,1
150,1785849406.6489,0.03342,25.4066,39.4286,-17.6703,77.0989,2.4176,10.9788,-2.6304,-5.2609,13.1521,0.0000,-2.6304,-19.7891,-78.705,-157.411,709.265,157.869,0.229,-57.660,0,-50,200,0,-50,-400,-60,28,-60,-88,36,284,1,0,1,3,0,13
151,1785849406.6822,0.03337,25.4945,39.3407,-17.5824,77.2747,2.4176,9.9206,2.6344,-2.6344,2.6344,5.2687,0.0000,-31.7099,157.764,78.705,-315.175,157.882,78.823,-357.218,0,-50,50,100,0,-450,36,36,40,28,96,352,0,1,1,0,3,24
152,1785849406.8013,0.11909,25.3187,39.1648,-17.4066,77.0110,1.6264,8.8624,-1.4764,-1.4764,1.4764,-2.2146,-6.6437,-8.8856,-34.517,9.723,-9.723,-62.836,-55.786,191.653,0,0,0,0,-50,0,32,28,-44,0,28,296,1,0,1,0,0,38
153,1785849406.8346,0.0333,25.3187,39.1648,-17.4066,77.0110,1.6264,8.8624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.330,44.330,-44.330,66.494,199.483,266.798,0,0,0,0,0,0,56,-72,84,-100,0,376,1,1,2,3,0,62
154,1785849406.8681,0.0334,25.2308,39.6923,-18.1099,77.6264,1.5385,8.5317,-2.6319,15.7917,-21.0556,18.4236,-2.6319,-9.9003,-78.796,472.778,-630.371,551.575,-78.796,-296.399,-50,250,-350,300,0,-150,112,-160,268,-168,-28,388,4,3,10,4,0,64
155,1785849406.9014,0.03338,24.8791,40.9231,-20.4835,78.8571,1.4505,8.3995,-10.5355,36.8741,-71.1143,36.8741,-2.6339,-3.9630,-236.791,631.633,-1499.770,552.779,-0.057,177.882,-150,400,-700,400,0,-100,104,68,320,-32,60,348,2,2,5,0,1,60
156,1785849406.9347,0.03334,24.6154,41.1868,-22.8571,79.2967,1.1868,8.3995,-7.9102,7.9102,-71.1922,13.1837,-7.9102,0.0000,78.738,-868.713,-2.336,-710.545,-158.255,118.862,-100,100,-800,100,-50,0,-52,0,224,-40,56,332,0,0,0,0,0,52
157,1785849406.9682,0.03341,24.5275,41.2747,-24.5275,79.6484,1.0110,8.3995,-2.6312,2.6312,-49.9921,10.5246,-5.2623,0.0000,158.000,-158.000,634.509,-79.585,79.251,0.000,0,50,-500,100,-50,0,20,60,68,64,-40,400,0,1,0,1,1,77
158,1785849407.0015,0.03335,24.5275,41.3626,-24.7033,79.3846,1.0989,8.3333,0.0000,2.6364,-5.2728,-7.9092,2.6364,-1.9834,78.906,0.157,1341.087,-552.812,236.875,-59.480,0,0,-150,0,50,-50,0,-44,-72,84,0,368,0,0,0,0,0,71
159,1785849407.035,0.03345,24.6154,41.7143,-24.4396,78.9451,1.0989,8.3333,2.6282,10.5129,7.8847,-13.1411,0.0000,0.0000,78.574,235.477,393.357,-156.415,-78.818,59.296,0,50,100,-200,0,0,60,-100,108,-80,-36,356,2,0,5,2,0,61
160,1785849407.0683,0.03332,24.6154,42.4176,-25.0549,79.5604,1.2747,8.3333,0.0000,21.1085,-18.4700,18.4700,5.2771,0.0000,-78.883,318.014,-791.000,948.766,158.386,0.000,0,250,-300,300,50,0,52,0,228,-116,-60,348,1,0,7,1,2,54
161,1785849407.1017,0.03342,24.3516,42.7692,-26.6374,80.3516,1.5385,8.3333,-7.8919,10.5225,-47.3514,23.6757,7.8919,0.0000,-236.153,-316.770,-864.231,155.773,78.243,0.000,-50,150,-550,350,100,0,84,68,228,-104,52,340,3,1,6,2,1,51
162,1785849407.1351,0.0334,23.9121,42.9451,-28.2198,81.2308,1.3626,8.3333,-13.1623,5.2649,-47.3842,26.3246,-5.2649,0.0000,-157.817,-157.435,-0.983,79.318,-393.970,0.000,-100,50,-550,250,0,0,192,200,260,-192,84,348,9,19,12,4,1,65
163,1785849407.1685,0.0334,23.0330,43.0330,-29.8022,82.5495,0.9231,8.3333,-26.3203,2.6320,-47.3765,39.4804,-13.1601,0.0000,-393.942,-78.827,0.230,393.878,-236.378,0.000,-300,0,-550,500,-200,0,64,172,324,-216,76,372,1,14,21,4,1,61
164,1785849407.2019,0.03339,22.1538,43.1209,-31.6484,84.6593,0.3956,8.3333,-26.3254,2.6325,-55.2832,63.1808,-15.7952,0.0000,-0.152,0.015,-236.767,709.711,-78.907,0.000,-350,50,-600,700,-200,0,56,88,316,-116,108,328,0,3,16,0,0,48
165,1785849407.2352,0.03336,21.5385,43.1209,-33.4945,85.8901,-0.4835,8.3333,-18.4490,0.0000,-55.3470,36.8980,-26.3557,0.0000,236.130,-78.922,-1.911,-787.950,-316.600,0.000,-250,0,-700,450,-200,0,76,248,220,-80,92,364,1,28,9,1,1,67
166,1785849407.2686,0.0334,20.8352,42.5055,-34.8132,86.6813,-1.4505,8.3333,-21.0537,-18.4220,-39.4757,23.6854,-28.9489,0.0000,-77.974,-551.477,475.118,-395.528,-77.628,0.000,-250,-150,-450,200,-350,0,120,260,196,-252,112,336,1,26,7,8,2,53
